event_id,timestamp,agent_name,rule_id,rule_level,rule_groups,decoder_name,mitre_id,location,source_port,destination_port,source_is_private,destination_is_private,network_bytes,network_packets,has_network_evidence,has_audit_evidence,has_process_evidence,has_file_evidence,has_auth_evidence,has_privilege_evidence,host_events_previous_5m,same_rule_previous_5m,unique_rules_previous_10m,high_level_events_previous_10m,auth_events_previous_10m,file_events_previous_10m,privilege_events_previous_30m,mitre_events_previous_30m,rule_level_max_previous_10m,hour,day_of_week,is_after_hours,rule_count,rule_decision,rule_reason
wazuh-1788711336.962158,2026-09-06T16:15:36.751000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,9,9,1,0,9,0,0,9,3,16,6,0,10,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711346.962600,2026-09-06T16:15:46.828000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,10,10,1,0,10,0,0,10,3,16,6,0,11,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711358.963590,2026-09-06T16:15:58.929000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,11,11,1,0,11,0,0,11,3,16,6,0,12,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711379.965128,2026-09-06T16:16:19.959000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,12,12,1,0,12,0,0,12,3,16,6,0,13,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711394.965570,2026-09-06T16:16:34.014000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,13,13,1,0,13,0,0,13,3,16,6,0,14,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711404.966012,2026-09-06T16:16:44.114000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,14,14,1,0,14,0,0,14,3,16,6,0,15,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711424.966454,2026-09-06T16:17:04.150000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,15,15,1,0,15,0,0,15,3,16,6,0,16,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711436.967816,2026-09-06T16:17:16.172000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,16,0,0,16,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711456.969354,2026-09-06T16:17:36.252000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,17,0,0,17,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711466.969796,2026-09-06T16:17:46.272000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,18,0,0,18,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711486.973066,2026-09-06T16:18:06.350000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,19,0,0,19,3,16,6,0,20,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711508.976915,2026-09-06T16:18:28.412000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,20,20,1,0,20,0,0,20,3,16,6,0,21,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711527.977357,2026-09-06T16:18:47.391000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,21,21,1,0,21,0,0,21,3,16,6,0,22,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711549.980169,2026-09-06T16:19:09.813000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34384,0,1,0,0,0,1,0,0,0,1,0,27,9,8,0,9,0,0,14,6,16,6,0,10,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711551.980717,2026-09-06T16:19:11.556000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,22,22,1,0,22,0,0,22,3,16,6,0,23,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711553.981159,2026-09-06T16:19:13.822000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,35490,0,1,0,0,0,1,0,0,0,1,0,28,10,8,0,10,0,0,15,6,16,6,0,11,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711557.981707,2026-09-06T16:19:17.828000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,35504,0,1,0,0,0,1,0,0,0,1,0,29,11,8,0,11,0,0,16,6,16,6,0,12,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711573.982713,2026-09-06T16:19:33.583000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,23,0,0,23,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711593.983639,2026-09-06T16:19:53.613000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,24,0,0,24,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711611.984081,2026-09-06T16:20:11.762000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,25,0,0,25,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711623.984523,2026-09-06T16:20:23.882000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,26,0,0,26,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711641.984965,2026-09-06T16:20:41.919000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,27,0,0,27,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711652.985407,2026-09-06T16:20:52.236000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,28,0,0,28,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711665.986307,2026-09-06T16:21:05.473000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,29,0,0,29,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711683.987691,2026-09-06T16:21:23.520000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,30,0,0,30,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711706.989165,2026-09-06T16:21:46.302000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,31,0,0,31,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711726.990703,2026-09-06T16:22:06.913000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,32,0,0,32,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711747.991145,2026-09-06T16:22:27.136000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,33,0,0,33,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711765.991959,2026-09-06T16:22:45.858000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,34,0,0,34,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711771.992401,2026-09-06T16:22:51.890000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,35,0,0,35,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711785.992843,2026-09-06T16:23:05.970000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,36,0,0,36,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711798.993285,2026-09-06T16:23:18.677000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,37,0,0,37,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711819.996555,2026-09-06T16:23:39.208000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,38,0,0,38,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711839.997481,2026-09-06T16:23:59.577000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,39,0,0,39,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711855.997923,2026-09-06T16:24:15.980000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,40,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711874.998365,2026-09-06T16:24:34.669000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,41,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711886.999265,2026-09-06T16:24:46.326000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,42,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711903.1000191,2026-09-06T16:25:03.879000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,43,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711930.1003009,2026-09-06T16:25:30.025000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,44,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711944.1003452,2026-09-06T16:25:44.050000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,45,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711960.1003895,2026-09-06T16:26:00.311000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,46,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711978.1004338,2026-09-06T16:26:18.753000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,47,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788711992.1004781,2026-09-06T16:26:32.675000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,48,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712003.1005224,2026-09-06T16:26:43.165000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,49,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712021.1006216,2026-09-06T16:27:01.642000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,50,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712043.1007757,2026-09-06T16:27:23.855000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,34,0,0,51,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712059.1008200,2026-09-06T16:27:39.294000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,34,0,0,52,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712079.1008643,2026-09-06T16:27:59.344000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,53,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712093.1009086,2026-09-06T16:28:13.436000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,54,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712111.1009988,2026-09-06T16:28:31.521000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,55,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712132.1011289,2026-09-06T16:28:52.391000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,56,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712150.1011732,2026-09-06T16:29:10.089000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,57,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712160.1012175,2026-09-06T16:29:20.115000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,58,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712178.1012618,2026-09-06T16:29:38.595000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,59,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712188.1013061,2026-09-06T16:29:48.983000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,36,0,0,60,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712213.1015151,2026-09-06T16:30:13.033000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,61,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712225.1015594,2026-09-06T16:30:25.632000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,62,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712237.1016037,2026-09-06T16:30:37.978000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,63,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712256.1016480,2026-09-06T16:30:56.029000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,64,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712278.1017867,2026-09-06T16:31:18.106000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,65,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712290.1018310,2026-09-06T16:31:30.244000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,66,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712304.1019212,2026-09-06T16:31:44.535000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,36,0,0,67,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712322.1020140,2026-09-06T16:32:02.638000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,36,0,0,68,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712342.1021042,2026-09-06T16:32:22.200000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,69,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712361.1022429,2026-09-06T16:32:41.798000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,36,0,0,70,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712378.1023357,2026-09-06T16:32:58.667000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,71,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712398.1024744,2026-09-06T16:33:18.818000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,72,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712414.1027886,2026-09-06T16:33:34.936000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,73,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712430.1028329,2026-09-06T16:33:50.995000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,74,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712451.1032642,2026-09-06T16:34:11.646000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,75,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712471.1033544,2026-09-06T16:34:31.817000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,76,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712489.1034472,2026-09-06T16:34:49.878000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,34,0,0,77,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712507.1035374,2026-09-06T16:35:07.175000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,78,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712525.1036761,2026-09-06T16:35:25.241000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,79,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712544.1038148,2026-09-06T16:35:44.033000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,35,0,0,80,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712564.1039076,2026-09-06T16:36:04.316000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,34,0,0,81,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712578.1039519,2026-09-06T16:36:18.580000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,35,0,0,82,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712589.1039962,2026-09-06T16:36:29.799000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,83,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712609.1042780,2026-09-06T16:36:49.860000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,34,0,0,84,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712622.1043223,2026-09-06T16:37:02.915000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,34,0,0,85,3,16,6,0,17,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712633.1043666,2026-09-06T16:37:13.042000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,86,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712645.1044109,2026-09-06T16:37:25.126000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,87,3,16,6,0,18,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712655.1044552,2026-09-06T16:37:35.132000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,88,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712671.1044995,2026-09-06T16:37:51.729000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,89,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712686.1045438,2026-09-06T16:38:06.937000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,90,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712707.1047528,2026-09-06T16:38:27.380000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,91,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712719.1047971,2026-09-06T16:38:39.416000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,92,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712734.1048414,2026-09-06T16:38:54.314000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,36,0,0,93,3,16,6,0,19,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712744.1048857,2026-09-06T16:39:04.682000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,37,0,0,94,3,16,6,0,20,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712754.1049759,2026-09-06T16:39:14.581000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,37,0,0,95,3,16,6,0,20,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712776.1050687,2026-09-06T16:39:36.673000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,37,0,0,96,3,16,6,0,20,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712786.1051130,2026-09-06T16:39:46.701000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,20,20,1,0,37,0,0,97,3,16,6,0,21,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712810.1053948,2026-09-06T16:40:10.877000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,37,0,0,98,3,16,6,0,20,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712827.1054391,2026-09-06T16:40:27.280000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,36,0,0,99,3,16,6,0,20,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712840.1055207,2026-09-06T16:40:40.434000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,20,20,1,0,36,0,0,100,3,16,6,0,21,aggregate,same rule repeated >= 10 times in 5 minutes
wazuh-1788712852.1055650,2026-09-06T16:40:52.518000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,20,20,1,0,37,0,0,101,3,16,6,0,21,aggregate,same rule repeated >= 10 times in 5 minutes
