event_id,timestamp,agent_name,rule_id,rule_level,rule_groups,decoder_name,mitre_id,location,source_port,destination_port,source_is_private,destination_is_private,network_bytes,network_packets,has_network_evidence,has_audit_evidence,has_process_evidence,has_file_evidence,has_auth_evidence,has_privilege_evidence,host_events_previous_5m,same_rule_previous_5m,unique_rules_previous_10m,high_level_events_previous_10m,auth_events_previous_10m,file_events_previous_10m,privilege_events_previous_30m,mitre_events_previous_30m,rule_level_max_previous_10m,hour,day_of_week,is_after_hours,rule_count,rule_decision,rule_reason
wazuh-1788711321.961610,2026-09-06T16:15:21.362000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,46630,0,1,0,0,0,1,0,0,0,1,0,6,2,3,0,2,0,0,3,6,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788711357.963042,2026-09-06T16:15:57.417000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,56344,0,1,0,0,0,1,0,0,0,1,0,7,3,3,0,3,0,0,4,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711361.964032,2026-09-06T16:16:01.426000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,56352,0,1,0,0,0,1,0,0,0,1,0,8,4,3,0,4,0,0,5,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788711363.964580,2026-09-06T16:16:03.430000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,35556,0,1,0,0,0,1,0,0,0,1,0,9,5,3,0,5,0,0,6,6,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788711427.966896,2026-09-06T16:17:07.256000Z,film-laptop,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788711435.967268,2026-09-06T16:17:15.580000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34100,0,1,0,0,0,1,0,0,0,1,0,10,6,3,0,6,0,0,7,6,16,6,0,7,ml_candidate,rule is not deterministic enough
wazuh-1788711437.968258,2026-09-06T16:17:17.582000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34106,0,1,0,0,0,1,0,0,0,1,0,11,7,3,0,7,0,0,8,6,16,6,0,8,ml_candidate,rule is not deterministic enough
wazuh-1788711441.968806,2026-09-06T16:17:21.592000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34112,0,1,0,0,0,1,0,0,0,1,0,12,8,3,0,8,0,0,9,6,16,6,0,9,ml_candidate,rule is not deterministic enough
wazuh-1788711467.970238,2026-09-06T16:17:47.659000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,13,0,3,0,9,0,0,10,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788711469.970679,2026-09-06T16:17:49.662000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,14,1,4,0,9,0,0,10,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711471.971120,2026-09-06T16:17:51.667000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,15,2,4,0,9,0,0,10,6,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788711473.971567,2026-09-06T16:17:53.671000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,16,0,4,0,9,0,0,10,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788711473.972009,2026-09-06T16:17:53.671000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,60776,0,1,0,0,0,1,0,0,0,0,0,17,0,5,0,9,0,0,11,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788711485.972608,2026-09-06T16:18:05.699000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,0,6,0,9,0,0,11,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788711497.973992,2026-09-06T16:18:17.730000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,20,3,8,0,9,0,0,13,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711497.975516,2026-09-06T16:18:17.730000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,21,4,8,0,9,0,0,13,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788711528.977799,2026-09-06T16:18:48.983000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,3,8,0,9,0,0,13,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711530.978240,2026-09-06T16:18:50.985000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,4,8,0,9,0,0,13,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788711532.978681,2026-09-06T16:18:52.987000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,5,8,0,9,0,0,13,6,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788711534.979128,2026-09-06T16:18:54.990000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,59134,0,1,0,0,0,1,0,0,0,0,0,25,1,8,0,9,0,0,13,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711534.979727,2026-09-06T16:18:54.990000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,26,1,8,0,9,0,0,13,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711573.982255,2026-09-06T16:19:33.050000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,30,1,8,0,12,0,0,17,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711664.985849,2026-09-06T16:21:04.003000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,2,8,0,12,0,0,19,6,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788711683.987233,2026-09-06T16:21:23.245000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,3,8,0,12,0,0,21,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711706.988617,2026-09-06T16:21:46.089000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,43978,0,1,0,0,0,1,0,0,0,1,0,26,6,8,0,12,0,0,23,6,16,6,0,7,ml_candidate,rule is not deterministic enough
wazuh-1788711708.989607,2026-09-06T16:21:48.090000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,43988,0,1,0,0,0,1,0,0,0,1,0,27,7,8,0,13,0,0,24,6,16,6,0,8,ml_candidate,rule is not deterministic enough
wazuh-1788711712.990155,2026-09-06T16:21:52.109000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,43994,0,1,0,0,0,1,0,0,0,1,0,28,8,8,0,14,0,0,25,6,16,6,0,9,ml_candidate,rule is not deterministic enough
wazuh-1788711747.991587,2026-09-06T16:22:27.288000Z,film-laptop,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788711800.993727,2026-09-06T16:23:20.245000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,3,8,0,15,0,0,26,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711802.994168,2026-09-06T16:23:22.251000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,4,8,0,15,0,0,26,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788711804.994609,2026-09-06T16:23:24.254000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,5,8,0,15,0,0,26,6,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788711806.995056,2026-09-06T16:23:26.256000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,36860,0,1,0,0,0,1,0,0,0,0,0,20,1,8,0,15,0,0,26,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711806.995655,2026-09-06T16:23:26.256000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,21,1,8,0,15,0,0,26,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711818.996097,2026-09-06T16:23:38.299000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,3,8,0,15,0,0,27,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711885.998807,2026-09-06T16:24:45.812000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,14,3,8,0,15,0,0,29,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711906.1000634,2026-09-06T16:25:06.550000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,16,3,8,0,15,0,0,31,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788711908.1001076,2026-09-06T16:25:08.557000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,4,8,0,15,0,0,31,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788711910.1001518,2026-09-06T16:25:10.559000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,5,8,0,15,0,0,31,6,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788711912.1001966,2026-09-06T16:25:12.561000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,43006,0,1,0,0,0,1,0,0,0,0,0,19,1,8,0,15,0,0,31,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788711912.1002566,2026-09-06T16:25:12.561000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,20,1,8,0,15,0,0,31,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712020.1005667,2026-09-06T16:27:00.801000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,39932,0,1,0,0,0,1,0,0,0,1,0,14,0,7,0,9,0,0,32,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712024.1006659,2026-09-06T16:27:04.806000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,38786,0,1,0,0,0,1,0,0,0,1,0,15,1,7,0,10,0,0,33,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712026.1007208,2026-09-06T16:27:06.808000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,38792,0,1,0,0,0,1,0,0,0,1,0,16,2,7,0,11,0,0,34,6,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788712110.1009529,2026-09-06T16:28:30.960000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,12,2,6,0,9,0,0,35,6,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788712131.1010916,2026-09-06T16:28:51.327000Z,film-laptop,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712189.1013504,2026-09-06T16:29:49.086000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,53168,0,1,0,0,0,1,0,0,0,1,0,11,3,6,0,6,0,0,37,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788712193.1014053,2026-09-06T16:29:53.090000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,52710,0,1,0,0,0,1,0,0,0,1,0,11,4,6,0,7,0,0,38,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788712195.1014602,2026-09-06T16:29:55.093000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,52714,0,1,0,0,0,1,0,0,0,1,0,12,5,6,0,8,0,0,39,6,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788712256.1016923,2026-09-06T16:30:56.581000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,8,1,6,0,9,0,0,40,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712303.1018753,2026-09-06T16:31:43.245000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,10,2,6,0,9,0,0,42,6,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788712340.1020583,2026-09-06T16:32:20.737000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,9,3,6,0,6,0,0,44,6,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788712360.1021970,2026-09-06T16:32:40.734000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,11,4,6,0,6,0,0,46,6,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788712378.1023800,2026-09-06T16:32:58.770000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,13,5,6,0,6,0,0,48,6,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788712408.1025187,2026-09-06T16:33:28.863000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,15,0,6,0,6,0,0,50,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712408.1026709,2026-09-06T16:33:28.865000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,16,1,7,0,6,0,0,50,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1028772,2026-09-06T16:34:07.467000Z,lab-sensor-01,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,6,0,0,50,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1029149,2026-09-06T16:34:07.508000Z,lab-sensor-01,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,16,1,8,0,6,0,0,50,6,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1029527,2026-09-06T16:34:07.508000Z,lab-sensor-01,592,8,attacks|ossec,ossec,T1565.001,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,0,6,0,0,50,6,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1029894,2026-09-06T16:34:07.546000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,47710,0,1,0,0,0,1,0,0,0,0,0,18,0,9,1,6,0,0,51,8,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1030494,2026-09-06T16:34:07.555000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,0,9,1,6,0,0,51,8,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1030936,2026-09-06T16:34:07.558000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,20,1,9,1,6,0,0,51,8,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1031378,2026-09-06T16:34:07.561000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,21,2,9,1,6,0,0,51,8,16,6,0,3,ml_candidate,rule is not deterministic enough
wazuh-1788712447.1031826,2026-09-06T16:34:07.565000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,0,9,1,6,0,0,51,8,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712451.1032269,2026-09-06T16:34:11.360000Z,film-laptop,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712471.1033085,2026-09-06T16:34:31.625000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,5,9,1,6,0,0,52,8,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788712507.1034915,2026-09-06T16:35:07.115000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,6,9,1,6,0,0,54,8,16,6,0,7,ml_candidate,rule is not deterministic enough
wazuh-1788712525.1036302,2026-09-06T16:35:25.184000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,7,9,1,6,0,0,56,8,16,6,0,8,ml_candidate,rule is not deterministic enough
wazuh-1788712543.1037689,2026-09-06T16:35:43.196000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,26,8,9,1,6,0,0,58,8,16,6,0,9,ml_candidate,rule is not deterministic enough
wazuh-1788712591.1040405,2026-09-06T16:36:31.903000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,26,3,9,1,6,0,0,60,8,16,6,0,4,ml_candidate,rule is not deterministic enough
wazuh-1788712593.1040847,2026-09-06T16:36:33.905000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,27,4,9,1,6,0,0,60,8,16,6,0,5,ml_candidate,rule is not deterministic enough
wazuh-1788712595.1041289,2026-09-06T16:36:35.912000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,28,5,9,1,6,0,0,60,8,16,6,0,6,ml_candidate,rule is not deterministic enough
wazuh-1788712597.1041737,2026-09-06T16:36:37.916000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,56136,0,1,0,0,0,1,0,0,0,0,0,29,1,9,1,6,0,0,60,8,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712597.1042337,2026-09-06T16:36:37.917000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,30,1,9,1,6,0,0,60,8,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712688.1045881,2026-09-06T16:38:08.094000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,54524,0,1,0,0,0,1,0,0,0,1,0,23,0,9,1,3,0,0,61,8,16,6,0,1,ml_candidate,rule is not deterministic enough
wazuh-1788712690.1046430,2026-09-06T16:38:10.099000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,54536,0,1,0,0,0,1,0,0,0,1,0,24,1,9,1,4,0,0,62,8,16,6,0,2,ml_candidate,rule is not deterministic enough
wazuh-1788712694.1046979,2026-09-06T16:38:14.112000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,54896,0,1,0,0,0,1,0,0,0,1,0,25,2,9,1,5,0,0,63,8,16,6,0,3,ml_candidate,rule is not deterministic enough
