event_id,timestamp,agent_name,rule_id,rule_level,rule_groups,decoder_name,mitre_id,location,source_port,destination_port,source_is_private,destination_is_private,network_bytes,network_packets,has_network_evidence,has_audit_evidence,has_process_evidence,has_file_evidence,has_auth_evidence,has_privilege_evidence,host_events_previous_5m,same_rule_previous_5m,unique_rules_previous_10m,high_level_events_previous_10m,auth_events_previous_10m,file_events_previous_10m,privilege_events_previous_30m,mitre_events_previous_30m,rule_level_max_previous_10m,hour,day_of_week,is_after_hours,rule_count,rule_decision,rule_reason
wazuh-1788724782.2254405,2026-09-06T19:59:42.328000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,42,1,7,1,15,0,0,77,10,19,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788725241.2304881,2026-09-06T20:07:21.199000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,0,9,1,15,0,0,74,10,20,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788725321.2310150,2026-09-06T20:08:41.480000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,34668,0,1,0,0,0,1,0,0,0,1,0,14,0,8,0,13,0,0,76,6,20,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788725706.2367840,2026-09-06T20:15:06.059000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,20,0,7,1,21,0,0,76,10,20,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788725860.2376793,2026-09-06T20:17:40.576000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,1,7,1,19,0,0,74,10,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788726217.2399003,2026-09-06T20:23:37.060000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,0,6,0,6,0,0,75,6,20,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788726479.2419849,2026-09-06T20:27:59.899000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,48168,0,1,0,0,0,1,0,0,0,1,0,32,0,6,0,10,0,0,71,6,20,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788726559.2427985,2026-09-06T20:29:19.732000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,33,0,7,1,15,0,0,73,10,20,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788726602.2431462,2026-09-06T20:30:02.237000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,38,1,7,1,18,0,0,75,10,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788726634.2433382,2026-09-06T20:30:34.219000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,60108,0,1,0,0,0,1,0,0,0,1,0,32,1,7,1,19,0,0,74,10,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788726655.2436167,2026-09-06T20:30:55.921000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,33,2,7,2,21,0,0,77,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788726898.2449798,2026-09-06T20:34:58.499000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,2,7,2,24,0,0,80,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788726916.2451275,2026-09-06T20:35:16.746000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,41354,0,1,0,0,0,1,0,0,0,1,0,19,1,7,2,25,0,0,82,10,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788727010.2459126,2026-09-06T20:36:50.708000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,1,7,3,30,0,0,90,10,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788727037.2460497,2026-09-06T20:37:17.078000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,37604,0,1,0,0,0,1,0,0,0,1,0,24,1,7,3,27,0,0,88,10,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788727145.2470441,2026-09-06T20:39:05.054000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,29,2,7,3,27,0,0,88,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788727289.2481431,2026-09-06T20:41:29.377000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,20,2,7,2,24,0,0,87,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788727365.2491373,2026-09-06T20:42:45.723000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,21,2,7,2,24,0,0,89,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788727495.2508348,2026-09-06T20:44:55.757000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,2,7,2,24,0,0,90,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788727626.2523303,2026-09-06T20:47:06.387000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,14,2,7,1,18,0,0,92,10,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788727888.2562247,2026-09-06T20:51:28.592000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,1,6,0,15,0,0,95,6,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788728028.2580020,2026-09-06T20:53:48.848000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,1,6,0,15,0,0,94,6,20,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788728060.2586258,2026-09-06T20:54:20.909000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,2,6,0,15,0,0,95,6,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788728217.2607507,2026-09-06T20:56:57.189000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,28,2,6,0,9,0,0,94,6,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788728287.2617010,2026-09-06T20:58:07.317000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,27,3,6,0,9,0,0,91,6,20,6,1,4,critical,critical rule id/group or high rule level
wazuh-1788728366.2630644,2026-09-06T20:59:26.043000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,28,2,6,0,12,0,0,90,6,20,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788728563.2658110,2026-09-06T21:02:43.815000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,27,2,6,0,12,0,0,89,6,21,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788728782.2684819,2026-09-06T21:06:22.281000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,1,6,0,12,0,0,82,6,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788728902.2701511,2026-09-06T21:08:22.563000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,51210,0,1,0,0,0,1,0,0,0,1,0,22,0,6,0,19,0,0,80,6,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788729175.2745717,2026-09-06T21:12:55.065000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,30,0,7,1,18,0,0,81,10,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788729295.2763332,2026-09-06T21:14:55.350000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,31,1,7,1,18,0,0,78,10,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788729603.2803601,2026-09-06T21:20:03.951000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,0,6,0,9,0,0,80,6,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788729690.2814462,2026-09-06T21:21:30.130000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,1,6,0,15,0,0,80,6,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788729728.2820704,2026-09-06T21:22:08.765000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,2,6,0,15,0,0,82,6,21,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788729900.2843416,2026-09-06T21:25:00.506000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,3,6,0,18,0,0,81,6,21,6,1,4,critical,critical rule id/group or high rule level
wazuh-1788730283.2876429,2026-09-06T21:31:23.268000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,0,7,0,12,0,0,76,6,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788730397.2883325,2026-09-06T21:33:17.511000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,1,7,0,18,0,0,78,6,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788730611.2894423,2026-09-06T21:36:51.967000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,14,1,6,0,12,0,0,77,6,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788730804.2903058,2026-09-06T21:40:04.354000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,11,1,6,0,11,0,0,67,6,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788731051.2921972,2026-09-06T21:44:11.080000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,52152,0,1,0,0,0,1,0,0,0,1,0,24,0,6,0,10,0,0,68,6,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788731223.2932944,2026-09-06T21:47:03.402000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,57604,0,1,0,0,0,1,0,0,0,1,0,21,1,7,1,16,0,0,71,10,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788731499.2948486,2026-09-06T21:51:39.839000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,15,0,6,2,24,0,0,67,10,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788731660.2957174,2026-09-06T21:54:20.233000Z,lab-sensor-01,5712,10,authentication_failures|sshd|syslog,sshd,T1110,journald,35938,0,1,0,0,0,1,0,0,0,1,0,17,0,7,1,22,0,0,67,10,21,6,1,1,critical,critical rule id/group or high rule level
wazuh-1788731682.2959959,2026-09-06T21:54:42.221000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,15,1,7,2,24,0,0,70,10,21,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788731702.2961346,2026-09-06T21:55:02.283000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,2,7,2,24,0,0,70,10,21,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788731742.2965551,2026-09-06T21:55:42.344000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,3,7,2,21,0,0,73,10,21,6,1,4,critical,critical rule id/group or high rule level
wazuh-1788731806.2970642,2026-09-06T21:56:46.737000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,26,3,7,2,18,0,0,73,10,21,6,1,4,critical,critical rule id/group or high rule level
wazuh-1788731890.2977380,2026-09-06T21:58:10.632000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,33,4,7,1,15,0,0,78,10,21,6,1,5,critical,critical rule id/group or high rule level
wazuh-1788732125.2990125,2026-09-06T22:02:05.203000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,21,1,7,1,18,0,0,77,10,22,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788732309.3010103,2026-09-06T22:05:09.404000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,27,1,6,0,15,0,0,81,6,22,6,1,2,critical,critical rule id/group or high rule level
wazuh-1788732367.3012819,2026-09-06T22:06:07.507000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,2,6,0,15,0,0,80,6,22,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788732411.3015092,2026-09-06T22:06:51.571000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,3,6,0,15,0,0,81,6,22,6,1,4,critical,critical rule id/group or high rule level
wazuh-1788732445.3016922,2026-09-06T22:07:25.653000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,21,3,6,0,15,0,0,82,6,22,6,1,4,critical,critical rule id/group or high rule level
wazuh-1788732477.3018752,2026-09-06T22:07:57.783000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,4,6,0,12,0,0,84,6,22,6,1,5,critical,critical rule id/group or high rule level
wazuh-1788732732.3066864,2026-09-06T22:12:12.392000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,13,2,6,0,9,0,0,85,6,22,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788732754.3068251,2026-09-06T22:12:34.422000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,13,2,6,0,6,0,0,86,6,22,6,1,3,critical,critical rule id/group or high rule level
wazuh-1788732808.3087262,2026-09-06T22:13:28.501000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,13,2,6,0,6,0,0,85,6,22,6,1,3,critical,critical rule id/group or high rule level
