event_id,timestamp,agent_name,rule_id,rule_level,rule_groups,decoder_name,mitre_id,location,source_port,destination_port,source_is_private,destination_is_private,network_bytes,network_packets,has_network_evidence,has_audit_evidence,has_process_evidence,has_file_evidence,has_auth_evidence,has_privilege_evidence,host_events_previous_5m,same_rule_previous_5m,unique_rules_previous_10m,high_level_events_previous_10m,auth_events_previous_10m,file_events_previous_10m,privilege_events_previous_30m,mitre_events_previous_30m,rule_level_max_previous_10m,hour,day_of_week,is_after_hours
wazuh-1788711251.949946,2026-09-06T16:14:11.978000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,6,0
wazuh-1788711251.950388,2026-09-06T16:14:11.978000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,3,16,6,0
wazuh-1788711252.950840,2026-09-06T16:14:12.112000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,2,0,0,2,3,16,6,0
wazuh-1788711252.951282,2026-09-06T16:14:12.150000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,0,3,0,0,3,3,16,6,0
wazuh-1788711253.951724,2026-09-06T16:14:13.964000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,0,4,0,0,4,3,16,6,0
wazuh-1788711269.952166,2026-09-06T16:14:29.994000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,5,5,1,0,5,0,0,5,3,16,6,0
wazuh-1788711282.952608,2026-09-06T16:14:42.626000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,6,0,0,6,3,16,6,0
wazuh-1788711294.953050,2026-09-06T16:14:54.666000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,7,7,1,0,7,0,0,7,3,16,6,0
wazuh-1788711313.953492,2026-09-06T16:15:13.349000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,46600,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,6,0
wazuh-1788711314.954040,2026-09-06T16:15:14.686000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,8,8,1,0,8,0,0,8,3,16,6,0
wazuh-1788711317.954482,2026-09-06T16:15:17.356000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,46616,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,5,16,6,0
wazuh-1788711318.955030,2026-09-06T16:15:18.574000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,2,0,0,2,5,16,6,0
wazuh-1788711318.956554,2026-09-06T16:15:18.576000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,3,1,2,0,2,0,0,2,5,16,6,0
wazuh-1788711318.957953,2026-09-06T16:15:18.582000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,4,2,2,0,2,0,0,2,5,16,6,0
wazuh-1788711318.959657,2026-09-06T16:15:18.669000Z,lab-sensor-01,92603,6,audit_detections,auditd,T1021.004,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,5,0,2,0,2,0,0,2,5,16,6,0
wazuh-1788711321.961610,2026-09-06T16:15:21.362000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,46630,0,1,0,0,0,1,0,0,0,1,0,6,2,3,0,2,0,0,3,6,16,6,0
wazuh-1788711336.962158,2026-09-06T16:15:36.751000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,9,9,1,0,9,0,0,9,3,16,6,0
wazuh-1788711346.962600,2026-09-06T16:15:46.828000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,10,10,1,0,10,0,0,10,3,16,6,0
wazuh-1788711357.963042,2026-09-06T16:15:57.417000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,56344,0,1,0,0,0,1,0,0,0,1,0,7,3,3,0,3,0,0,4,6,16,6,0
wazuh-1788711358.963590,2026-09-06T16:15:58.929000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,11,11,1,0,11,0,0,11,3,16,6,0
wazuh-1788711361.964032,2026-09-06T16:16:01.426000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,56352,0,1,0,0,0,1,0,0,0,1,0,8,4,3,0,4,0,0,5,6,16,6,0
wazuh-1788711363.964580,2026-09-06T16:16:03.430000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,35556,0,1,0,0,0,1,0,0,0,1,0,9,5,3,0,5,0,0,6,6,16,6,0
wazuh-1788711379.965128,2026-09-06T16:16:19.959000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,12,12,1,0,12,0,0,12,3,16,6,0
wazuh-1788711394.965570,2026-09-06T16:16:34.014000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,13,13,1,0,13,0,0,13,3,16,6,0
wazuh-1788711404.966012,2026-09-06T16:16:44.114000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,14,14,1,0,14,0,0,14,3,16,6,0
wazuh-1788711424.966454,2026-09-06T16:17:04.150000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,15,15,1,0,15,0,0,15,3,16,6,0
wazuh-1788711427.966896,2026-09-06T16:17:07.256000Z,film-laptop,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0
wazuh-1788711435.967268,2026-09-06T16:17:15.580000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34100,0,1,0,0,0,1,0,0,0,1,0,10,6,3,0,6,0,0,7,6,16,6,0
wazuh-1788711436.967816,2026-09-06T16:17:16.172000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,16,0,0,16,3,16,6,0
wazuh-1788711437.968258,2026-09-06T16:17:17.582000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34106,0,1,0,0,0,1,0,0,0,1,0,11,7,3,0,7,0,0,8,6,16,6,0
wazuh-1788711441.968806,2026-09-06T16:17:21.592000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34112,0,1,0,0,0,1,0,0,0,1,0,12,8,3,0,8,0,0,9,6,16,6,0
wazuh-1788711456.969354,2026-09-06T16:17:36.252000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,17,0,0,17,3,16,6,0
wazuh-1788711466.969796,2026-09-06T16:17:46.272000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,18,0,0,18,3,16,6,0
wazuh-1788711467.970238,2026-09-06T16:17:47.659000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,13,0,3,0,9,0,0,10,6,16,6,0
wazuh-1788711469.970679,2026-09-06T16:17:49.662000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,14,1,4,0,9,0,0,10,6,16,6,0
wazuh-1788711471.971120,2026-09-06T16:17:51.667000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,15,2,4,0,9,0,0,10,6,16,6,0
wazuh-1788711473.971567,2026-09-06T16:17:53.671000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,16,0,4,0,9,0,0,10,6,16,6,0
wazuh-1788711473.972009,2026-09-06T16:17:53.671000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,60776,0,1,0,0,0,1,0,0,0,0,0,17,0,5,0,9,0,0,11,6,16,6,0
wazuh-1788711485.972608,2026-09-06T16:18:05.699000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,0,6,0,9,0,0,11,6,16,6,0
wazuh-1788711486.973066,2026-09-06T16:18:06.350000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,19,19,1,0,19,0,0,19,3,16,6,0
wazuh-1788711489.973508,2026-09-06T16:18:09.711000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,0,7,0,9,0,0,12,6,16,6,0
wazuh-1788711497.973992,2026-09-06T16:18:17.730000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,20,3,8,0,9,0,0,13,6,16,6,0
wazuh-1788711497.975516,2026-09-06T16:18:17.730000Z,lab-sensor-01,80730,3,audit|audit_selinux,auditd,none,/var/log/audit/audit.log,0,0,0,0,0,0,0,1,1,0,0,0,21,4,8,0,9,0,0,13,6,16,6,0
wazuh-1788711508.976915,2026-09-06T16:18:28.412000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,20,20,1,0,20,0,0,20,3,16,6,0
wazuh-1788711527.977357,2026-09-06T16:18:47.391000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,21,21,1,0,21,0,0,21,3,16,6,0
wazuh-1788711528.977799,2026-09-06T16:18:48.983000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,3,8,0,9,0,0,13,6,16,6,0
wazuh-1788711530.978240,2026-09-06T16:18:50.985000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,4,8,0,9,0,0,13,6,16,6,0
wazuh-1788711532.978681,2026-09-06T16:18:52.987000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,5,8,0,9,0,0,13,6,16,6,0
wazuh-1788711534.979128,2026-09-06T16:18:54.990000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,59134,0,1,0,0,0,1,0,0,0,0,0,25,1,8,0,9,0,0,13,6,16,6,0
wazuh-1788711534.979727,2026-09-06T16:18:54.990000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,26,1,8,0,9,0,0,13,6,16,6,0
wazuh-1788711549.980169,2026-09-06T16:19:09.813000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,34384,0,1,0,0,0,1,0,0,0,1,0,27,9,8,0,9,0,0,14,6,16,6,0
wazuh-1788711551.980717,2026-09-06T16:19:11.556000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,22,22,1,0,22,0,0,22,3,16,6,0
wazuh-1788711553.981159,2026-09-06T16:19:13.822000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,35490,0,1,0,0,0,1,0,0,0,1,0,28,10,8,0,10,0,0,15,6,16,6,0
wazuh-1788711557.981707,2026-09-06T16:19:17.828000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,35504,0,1,0,0,0,1,0,0,0,1,0,29,11,8,0,11,0,0,16,6,16,6,0
wazuh-1788711573.982255,2026-09-06T16:19:33.050000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,30,1,8,0,12,0,0,17,6,16,6,0
wazuh-1788711573.982713,2026-09-06T16:19:33.583000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,23,0,0,23,3,16,6,0
wazuh-1788711577.983155,2026-09-06T16:19:37.055000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,31,1,8,0,12,0,0,18,6,16,6,0
wazuh-1788711593.983639,2026-09-06T16:19:53.613000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,24,0,0,24,3,16,6,0
wazuh-1788711611.984081,2026-09-06T16:20:11.762000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,25,0,0,25,3,16,6,0
wazuh-1788711623.984523,2026-09-06T16:20:23.882000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,26,0,0,26,3,16,6,0
wazuh-1788711641.984965,2026-09-06T16:20:41.919000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,27,0,0,27,3,16,6,0
wazuh-1788711652.985407,2026-09-06T16:20:52.236000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,28,0,0,28,3,16,6,0
wazuh-1788711664.985849,2026-09-06T16:21:04.003000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,2,8,0,12,0,0,19,6,16,6,0
wazuh-1788711665.986307,2026-09-06T16:21:05.473000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,29,0,0,29,3,16,6,0
wazuh-1788711668.986749,2026-09-06T16:21:08.018000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,2,8,0,12,0,0,20,6,16,6,0
wazuh-1788711683.987233,2026-09-06T16:21:23.245000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,24,3,8,0,12,0,0,21,6,16,6,0
wazuh-1788711683.987691,2026-09-06T16:21:23.520000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,30,0,0,30,3,16,6,0
wazuh-1788711687.988133,2026-09-06T16:21:27.251000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,25,3,8,0,12,0,0,22,6,16,6,0
wazuh-1788711706.988617,2026-09-06T16:21:46.089000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,43978,0,1,0,0,0,1,0,0,0,1,0,26,6,8,0,12,0,0,23,6,16,6,0
wazuh-1788711706.989165,2026-09-06T16:21:46.302000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,31,0,0,31,3,16,6,0
wazuh-1788711708.989607,2026-09-06T16:21:48.090000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,43988,0,1,0,0,0,1,0,0,0,1,0,27,7,8,0,13,0,0,24,6,16,6,0
wazuh-1788711712.990155,2026-09-06T16:21:52.109000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,43994,0,1,0,0,0,1,0,0,0,1,0,28,8,8,0,14,0,0,25,6,16,6,0
wazuh-1788711726.990703,2026-09-06T16:22:06.913000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,32,0,0,32,3,16,6,0
wazuh-1788711747.991145,2026-09-06T16:22:27.136000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,33,0,0,33,3,16,6,0
wazuh-1788711747.991587,2026-09-06T16:22:27.288000Z,film-laptop,591,3,ossec,ossec,none,logcollector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,6,0
wazuh-1788711765.991959,2026-09-06T16:22:45.858000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,34,0,0,34,3,16,6,0
wazuh-1788711771.992401,2026-09-06T16:22:51.890000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,16,16,1,0,35,0,0,35,3,16,6,0
wazuh-1788711785.992843,2026-09-06T16:23:05.970000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,36,0,0,36,3,16,6,0
wazuh-1788711798.993285,2026-09-06T16:23:18.677000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,37,0,0,37,3,16,6,0
wazuh-1788711800.993727,2026-09-06T16:23:20.245000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,3,8,0,15,0,0,26,6,16,6,0
wazuh-1788711802.994168,2026-09-06T16:23:22.251000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,4,8,0,15,0,0,26,6,16,6,0
wazuh-1788711804.994609,2026-09-06T16:23:24.254000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,19,5,8,0,15,0,0,26,6,16,6,0
wazuh-1788711806.995056,2026-09-06T16:23:26.256000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,36860,0,1,0,0,0,1,0,0,0,0,0,20,1,8,0,15,0,0,26,6,16,6,0
wazuh-1788711806.995655,2026-09-06T16:23:26.256000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,21,1,8,0,15,0,0,26,6,16,6,0
wazuh-1788711818.996097,2026-09-06T16:23:38.299000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,22,3,8,0,15,0,0,27,6,16,6,0
wazuh-1788711819.996555,2026-09-06T16:23:39.208000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,38,0,0,38,3,16,6,0
wazuh-1788711822.996997,2026-09-06T16:23:42.330000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,23,3,8,0,15,0,0,28,6,16,6,0
wazuh-1788711839.997481,2026-09-06T16:23:59.577000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,39,0,0,39,3,16,6,0
wazuh-1788711855.997923,2026-09-06T16:24:15.980000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,40,3,16,6,0
wazuh-1788711874.998365,2026-09-06T16:24:34.669000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,41,3,16,6,0
wazuh-1788711885.998807,2026-09-06T16:24:45.812000Z,lab-sensor-01,31104,6,accesslog|attack|web,web-accesslog,T1055|T1083|T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,14,3,8,0,15,0,0,29,6,16,6,0
wazuh-1788711886.999265,2026-09-06T16:24:46.326000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,42,3,16,6,0
wazuh-1788711889.999707,2026-09-06T16:24:49.774000Z,lab-sensor-01,31106,6,accesslog|attack|web,web-accesslog,T1190,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,15,3,8,0,15,0,0,30,6,16,6,0
wazuh-1788711903.1000191,2026-09-06T16:25:03.879000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,43,3,16,6,0
wazuh-1788711906.1000634,2026-09-06T16:25:06.550000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,16,3,8,0,15,0,0,31,6,16,6,0
wazuh-1788711908.1001076,2026-09-06T16:25:08.557000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,17,4,8,0,15,0,0,31,6,16,6,0
wazuh-1788711910.1001518,2026-09-06T16:25:10.559000Z,lab-sensor-01,31101,5,accesslog|attack|web,web-accesslog,none,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,18,5,8,0,15,0,0,31,6,16,6,0
wazuh-1788711912.1001966,2026-09-06T16:25:12.561000Z,lab-sensor-01,30305,5,access_denied|apache|web,apache-errorlog,none,/var/log/apache2/error.log,43006,0,1,0,0,0,1,0,0,0,0,0,19,1,8,0,15,0,0,31,6,16,6,0
wazuh-1788711912.1002566,2026-09-06T16:25:12.561000Z,lab-sensor-01,31516,6,appsec|attack|web,web-accesslog,T1055,/var/log/apache2/access.log,0,0,1,0,0,0,1,0,0,0,0,0,20,1,8,0,15,0,0,31,6,16,6,0
wazuh-1788711930.1003009,2026-09-06T16:25:30.025000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,44,3,16,6,0
wazuh-1788711944.1003452,2026-09-06T16:25:44.050000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,45,3,16,6,0
wazuh-1788711960.1003895,2026-09-06T16:26:00.311000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,46,3,16,6,0
wazuh-1788711978.1004338,2026-09-06T16:26:18.753000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,47,3,16,6,0
wazuh-1788711992.1004781,2026-09-06T16:26:32.675000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,35,0,0,48,3,16,6,0
wazuh-1788712003.1005224,2026-09-06T16:26:43.165000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,49,3,16,6,0
wazuh-1788712020.1005667,2026-09-06T16:27:00.801000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,39932,0,1,0,0,0,1,0,0,0,1,0,14,0,7,0,9,0,0,32,6,16,6,0
wazuh-1788712021.1006216,2026-09-06T16:27:01.642000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,35,0,0,50,3,16,6,0
wazuh-1788712024.1006659,2026-09-06T16:27:04.806000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,38786,0,1,0,0,0,1,0,0,0,1,0,15,1,7,0,10,0,0,33,6,16,6,0
wazuh-1788712026.1007208,2026-09-06T16:27:06.808000Z,lab-sensor-01,5710,5,authentication_failed|invalid_login|sshd|syslog,sshd,T1021.004|T1110.001,journald,38792,0,1,0,0,0,1,0,0,0,1,0,16,2,7,0,11,0,0,34,6,16,6,0
wazuh-1788712043.1007757,2026-09-06T16:27:23.855000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,34,0,0,51,3,16,6,0
wazuh-1788712059.1008200,2026-09-06T16:27:39.294000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,18,18,1,0,34,0,0,52,3,16,6,0
wazuh-1788712079.1008643,2026-09-06T16:27:59.344000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,53,3,16,6,0
wazuh-1788712093.1009086,2026-09-06T16:28:13.436000Z,target-kali-01,5501,3,authentication_success|pam|syslog,pam,T1078,journald,0,0,0,0,0,0,0,0,0,0,1,0,17,17,1,0,34,0,0,54,3,16,6,0
